title,url,city,location,property_type,latitude,longitude,price,rating,reviews,guests,studio,bedrooms,beds,baths,shared_bath,kitchen,wifi,washer,tv,parking,refrigerator
Sentral kjellerleilighet nær turterreng,https://www.airbnb.com/rooms/49193350?adults=1&children=0&infants=0&check_in=2021-07-27&check_out=2021-08-02&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Stavanger,Entire apartment,58.93905,5.73583,58,,,3,0,1,2,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Nice home in Hommersåk with Jacuzzi and 4 Bedrooms,https://www.airbnb.com/rooms/22128071?adults=1&children=0&infants=0&check_in=2021-06-01&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Hommersåk,Entire house,58.9364,5.8622,117,,,7,0,4,5,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Cozy Studio Apartment,https://www.airbnb.com/rooms/47867193?adults=1&children=0&infants=0&check_in=2021-07-04&check_out=2021-07-11&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Stavanger,Entire apartment,58.96227,5.72918,39,4.64,11,2,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
🌟5 Bedrooms! 🌟 -Cozy Home in Heart of Stavanger ❤️‼️,https://www.airbnb.com/rooms/48680286?adults=1&children=0&infants=0&check_in=2021-08-27&check_out=2021-09-02&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Stavanger,Entire house,58.97333,5.71487,173,,,10,0,5,5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Very nice cabin close to Stavanger and Pulpit rock,https://www.airbnb.com/rooms/33582573?adults=1&children=0&infants=0&check_in=2021-06-10&check_out=2021-06-16&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Sandnes,Entire cabin,58.8803,5.88599,187,5.0,23,4,0,2,3,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Independant room with own entrance.,https://www.airbnb.com/rooms/6729082?adults=1&children=0&infants=0&check_in=2021-08-15&check_out=2021-08-22&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Stavanger,Private room,58.98639,5.70803,53,4.92,201,2,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Exclusive residential neighborhood,https://www.airbnb.com/rooms/10604185?adults=1&children=0&infants=0&check_in=2021-06-19&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Stavanger,Entire guest suite,58.96217,5.72251,187,4.75,435,8,0,3,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
New seaside apartment close to Pulpit Rock trial.,https://www.airbnb.com/rooms/35032374?adults=1&children=0&infants=0&check_in=2021-06-16&check_out=2021-06-23&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Strand,Entire apartment,59.06557,5.90099,102,4.88,50,4,0,2,2,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Amazing home in Tau with WiFi and 4 Bedrooms,https://www.airbnb.com/rooms/21032081?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-10&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Tau,Entire house,59.0327,5.9682,88,,,8,0,4,5,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Lys leilighet 100 m fra sjøen og Gausel stasjon,https://www.airbnb.com/rooms/34505460?adults=1&children=0&infants=0&check_in=2021-07-25&check_out=2021-07-30&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Stavanger,Entire apartment,58.89926,5.74394,95,4.96,48,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Idse Preikestolen Lysefjorden Pulpit Rock,https://www.airbnb.com/rooms/41838114?adults=1&children=0&infants=0&check_in=2021-08-22&check_out=2021-08-28&previous_page_section_name=1000&federated_search_id=e83adee5-7b51-4b4d-94a6-2ac83df1fa18,Stavanger,Strand,Entire house,58.97722,5.95688,106,5.0,11,6,0,3,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sokn Gard, Rennesøy, Stavanger",https://www.airbnb.com/rooms/11318305?adults=1&children=0&infants=0&check_in=2021-06-06&check_out=2021-06-12&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Rennesøy,Entire house,59.05269,5.65668,,4.99,73,6,0,3,5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Villa for 18p in beautiful nature surroundings,https://www.airbnb.com/rooms/43505338?adults=1&children=0&infants=0&check_in=2021-08-30&check_out=2021-09-06&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire villa,58.96702,5.68365,,5.0,6,16,0,8,15,2.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Modern, spaceous apartment - central location",https://www.airbnb.com/rooms/21078407?adults=1&children=0&infants=0&check_in=2021-07-06&check_out=2021-07-11&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire apartment,58.96929,5.74932,,4.95,55,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Beautiful and modern apartment with a view,https://www.airbnb.com/rooms/44888507?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-07-01&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire apartment,58.91563,5.73641,,5.0,3,2,0,1,2,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Villa 10 min walk to Stavanger city,https://www.airbnb.com/rooms/19147394?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-12&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire villa,58.96753,5.74317,,5.0,23,14,0,6,10,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cozy attic,https://www.airbnb.com/rooms/43958381?adults=1&children=0&infants=0&check_in=2021-06-10&check_out=2021-06-16&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire loft,58.9646,5.7528,,4.87,23,2,1,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Hus i trehusbyen ved Stavanger sentrum,https://www.airbnb.com/rooms/48267347?adults=1&children=0&infants=0&check_in=2021-08-01&check_out=2021-08-07&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire house,58.97062,5.74903,,5.0,3,6,0,3,4,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Hytte I Ryfylke, Tau",https://www.airbnb.com/rooms/24770169?adults=1&children=0&infants=0&check_in=2021-06-18&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Strand,Entire cabin,59.06472,5.90419,,4.80,36,3,0,1,3,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Central modern flat with home cinema. Free parking,https://www.airbnb.com/rooms/34032524?adults=1&children=0&infants=0&check_in=2021-06-29&check_out=2021-07-06&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Sandnes,Entire apartment,58.85761,5.74262,,4.95,58,5,0,3,3,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Norwegian Cabin, Sea view toward Sandnes Stavanger",https://www.airbnb.com/rooms/14112954?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-22&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Sandnes,Entire cabin,58.88088,5.76955,,4.57,75,8,0,3,7,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Stort hus med panoramautsikt og nærhet til strand,https://www.airbnb.com/rooms/48077219?adults=1&children=0&infants=0&check_in=2021-08-02&check_out=2021-08-09&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire house,59.05795,5.69642,,,,7,0,4,7,2.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Panoramaloft,https://www.airbnb.com/rooms/39069612?adults=1&children=0&infants=0&check_in=2021-08-27&check_out=2021-09-02&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Sandnes,Entire guest suite,58.87341,5.68622,,4.87,103,2,1,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0
"Nice, little flat",https://www.airbnb.com/rooms/9973069?adults=1&children=0&infants=0&check_in=2021-08-21&check_out=2021-08-27&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire condominium,58.96529,5.70516,,4.79,42,4,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Modern house in the heart of Stavanger,https://www.airbnb.com/rooms/17359210?adults=1&children=0&infants=0&check_in=2021-08-03&check_out=2021-08-08&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire house,58.96969,5.74917,,4.72,82,6,0,3,5,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Hinna Garden,https://www.airbnb.com/rooms/27124794?adults=1&children=0&infants=0&check_in=2021-07-08&check_out=2021-07-14&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire apartment,58.92247,5.71337,,4.71,42,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Nice flat close to beaches, hiking and shopping",https://www.airbnb.com/rooms/48413087?adults=1&children=0&infants=0&check_in=2021-08-20&check_out=2021-08-27&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Sola,Entire serviced apartment,58.89413,5.67669,,,,4,0,1,2,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Beautiful funkis house near Stavanger city centre,https://www.airbnb.com/rooms/34418347?adults=1&children=0&infants=0&check_in=2021-06-25&check_out=2021-07-02&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire house,58.96466,5.75726,,,,7,0,4,8,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Beautiful appartement in the centre of Stavanger,https://www.airbnb.com/rooms/8222538?adults=1&children=0&infants=0&check_in=2021-08-28&check_out=2021-09-04&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire house,58.9702,5.7408,,4.99,141,6,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Huset ved kysten,https://www.airbnb.com/rooms/46464941?adults=1&children=0&infants=0&check_in=2021-06-16&check_out=2021-06-22&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Sola,Entire guesthouse,58.82962,5.59735,,5.0,6,5,0,2,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Nice apartment in Stavanger,https://www.airbnb.com/rooms/15176268?adults=1&children=0&infants=0&check_in=2021-08-27&check_out=2021-09-03&previous_page_section_name=1000&federated_search_id=9f4d1dc9-6de4-4029-9dd3-62c39294c0e8,Stavanger,Stavanger,Entire condominium,58.96309,5.734,,4.80,10,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Ny og flott leilighet, sentralt",https://www.airbnb.com/rooms/49051058?adults=1&children=0&infants=0&check_in=2021-07-01&check_out=2021-07-06&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.96942,5.71041,75,,,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Almenningsgata 9 ""Hele huset""",https://www.airbnb.com/rooms/31758521?adults=1&children=0&infants=0&check_in=2021-08-28&check_out=2021-09-02&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Storhaug,Entire house,58.97089,5.73758,124,4.16,108,10,0,3,5,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Fin 3-romsleilighet ved fjorden,https://www.airbnb.com/rooms/48565753?adults=1&children=0&infants=0&check_in=2021-08-18&check_out=2021-08-23&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Sandnes,Entire apartment,58.88266,5.74321,60,,,4,0,2,2,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2 Bed Family House with large garden Stavanger,https://www.airbnb.com/rooms/38152810?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-07-01&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire house,58.9785,5.6991,106,4.62,14,4,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Lovely home for you, close to centrum!",https://www.airbnb.com/rooms/20411160?adults=1&children=0&infants=0&check_in=2021-06-01&check_out=2021-06-08&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire house,58.97741,5.69864,129,4.76,113,7,0,3,6,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Apartment with a view close to The Pulpit Rock,https://www.airbnb.com/rooms/42376756?adults=1&children=0&infants=0&check_in=2021-06-19&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Strand,Entire apartment,59.02763,6.00878,75,4.96,28,7,0,2,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cozy house close to Gamle Stavanger/City Center.,https://www.airbnb.com/rooms/36776714?adults=1&children=0&infants=0&check_in=2021-07-04&check_out=2021-07-11&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire house,58.97666,5.71748,53,4.90,21,3,0,1,2,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Lovely house with a big and sheltered garden,https://www.airbnb.com/rooms/34631710?adults=1&children=0&infants=0&check_in=2021-07-05&check_out=2021-07-11&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire house,58.94646,5.6861,246,5.0,6,7,0,3,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
City nearby apartment,https://www.airbnb.com/rooms/48586108?adults=1&children=0&infants=0&check_in=2021-07-26&check_out=2021-08-02&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.96817,5.75954,80,,,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Luxurious pent house apartment. Long term rental,https://www.airbnb.com/rooms/25820376?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-21&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.97013,5.76292,181,5.0,18,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
☆ Heart of Historical Centre ☆  Unique Studio apt.,https://www.airbnb.com/rooms/18037589?adults=1&children=0&infants=0&check_in=2021-08-14&check_out=2021-08-20&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.9733,5.7256,79,4.85,139,2,1,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Koselig loftsleilighet sentralt på Våland,https://www.airbnb.com/rooms/41098345?adults=1&children=0&infants=0&check_in=2021-06-26&check_out=2021-07-01&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire loft,58.96224,5.73132,56,4.95,21,3,0,1,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Herskapelig leilighet i Gamle Stavanger,https://www.airbnb.com/rooms/43769165?adults=1&children=0&infants=0&check_in=2021-08-10&check_out=2021-08-17&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.97056,5.72859,179,,,4,0,2,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Flott enebolig med stor tomt og mange sengeplasser,https://www.airbnb.com/rooms/16828584?adults=1&children=0&infants=0&check_in=2021-07-25&check_out=2021-08-01&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Sandnes,Entire house,58.83619,5.74022,189,4.77,66,14,0,5,9,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Modern White Apartment In Stavanger +Bikes,https://www.airbnb.com/rooms/40678245?adults=1&children=0&infants=0&check_in=2021-07-19&check_out=2021-07-24&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.91637,5.68951,45,5.0,5,2,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Home sweet Home,https://www.airbnb.com/rooms/34430643?adults=1&children=0&infants=0&check_in=2021-08-04&check_out=2021-08-10&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire house,58.90098,5.70947,70,4.91,67,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Bright and spacious apartment with lovely garden,https://www.airbnb.com/rooms/19100466?adults=1&children=0&infants=0&check_in=2021-08-09&check_out=2021-08-14&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.956,5.73215,186,4.67,8,6,0,3,4,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Saga Caves Straen 1,https://www.airbnb.com/rooms/46039909?adults=1&children=0&infants=0&check_in=2021-06-19&check_out=2021-06-24&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.9704,5.72641,110,5.0,4,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Central and cozy apartment - parking included!,https://www.airbnb.com/rooms/42215611?adults=1&children=0&infants=0&check_in=2021-08-22&check_out=2021-08-29&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Stavanger,Entire apartment,58.96891,5.74468,143,4.81,36,6,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Basic, charming cabin close to Pulpit Rock",https://www.airbnb.com/rooms/38063695?adults=1&children=0&infants=0&check_in=2021-07-10&check_out=2021-07-15&previous_page_section_name=1000&federated_search_id=6f12c403-07cf-4698-9190-80304da35b5b,Stavanger,Sandnes,Entire cabin,58.87579,5.82425,29,4.75,4,4,0,2,3,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Modern apparment walking distance from City Centre,https://www.airbnb.com/rooms/43612222?adults=1&children=0&infants=0&check_in=2021-08-18&check_out=2021-08-24&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire apartment,58.96481,5.70876,110,4.80,5,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Light and cozy house close to town and naturen.,https://www.airbnb.com/rooms/17884998?adults=1&children=0&infants=0&check_in=2021-08-31&check_out=2021-09-07&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Sandnes,Entire house,58.82741,5.75198,130,4.88,49,7,0,3,5,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lilleville,https://www.airbnb.com/rooms/36266028?adults=1&children=0&infants=0&check_in=2021-08-01&check_out=2021-08-07&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire house,58.99161,5.6867,151,4.86,14,8,0,4,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lys og nyoppusset leilighet i Sandnes sentrum,https://www.airbnb.com/rooms/43163495?adults=1&children=0&infants=0&check_in=2021-07-28&check_out=2021-08-04&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Sandnes,Entire apartment,58.848,5.7369,62,4.77,26,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Central-Livingroom, bedroom, kitchen, big bathroom",https://www.airbnb.com/rooms/7661964?adults=1&children=0&infants=0&check_in=2021-08-22&check_out=2021-08-28&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire apartment,58.96582,5.75492,39,4.97,37,2,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Cosy, quiet house close to Pulpit rock",https://www.airbnb.com/rooms/27329733?adults=1&children=0&infants=0&check_in=2021-06-30&check_out=2021-07-07&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Strand,Entire cottage,58.98387,5.94962,53,4.81,88,8,0,3,6,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Apartment in City Center,https://www.airbnb.com/rooms/48641548?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-09&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire apartment,58.96848,5.72557,58,,,1,0,1,1,,,1.0,1.0,1.0,0.0,1.0,0.0
"Unique, spacious, charming, central.",https://www.airbnb.com/rooms/40510204?adults=1&children=0&infants=0&check_in=2021-06-14&check_out=2021-06-19&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire apartment,58.96003,5.73484,137,,,5,0,3,5,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
ANOTHER PLACE - ANOTHER HOST :-),https://www.airbnb.com/rooms/19097574?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-13&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire condominium,58.9657,5.70576,87,5.0,13,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Ny leilighet i Sandnes sentrum,https://www.airbnb.com/rooms/49149850?adults=1&children=0&infants=0&check_in=2021-07-23&check_out=2021-07-30&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Sandnes,Entire apartment,58.84955,5.73265,50,,,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"Feel Home, easy access to airport major attraction",https://www.airbnb.com/rooms/39109091?adults=1&children=0&infants=0&check_in=2021-08-31&check_out=2021-09-07&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Sola,Entire apartment,58.88302,5.65868,67,4.92,37,4,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lys og ny sokkelleilighet ved Viste stranden,https://www.airbnb.com/rooms/49037334?adults=1&children=0&infants=0&check_in=2021-07-07&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Randaberg,Entire apartment,58.98701,5.61181,86,,,4,0,2,2,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Cosy and modern apartment in Stavanger Øst,https://www.airbnb.com/rooms/44238856?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-09&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire apartment,,,83,4.75,8,3,0,1,1,1,0.0,,,,,,
Casa Ryfylke,https://www.airbnb.com/rooms/44247395?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-10&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Strand,Entire house,,,164,5.0,7,4,0,2,3,2,0.0,,,,,,
Rosenbergaten72B,https://www.airbnb.com/rooms/20485015?adults=1&children=0&infants=0&check_in=2021-08-18&check_out=2021-08-23&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire apartment,58.97551,5.71672,77,4.87,129,3,0,2,2,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Sirkus Hana,https://www.airbnb.com/rooms/19515347?adults=1&children=0&infants=0&check_in=2021-07-13&check_out=2021-07-19&previous_page_section_name=1000&federated_search_id=cdc756eb-7e0e-4aa3-a81b-3c2d9ef72699,Stavanger,Stavanger,Entire house,58.95896,5.7303,242,5.0,11,8,0,5,6,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
